Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Avg_Temp_C,Avg_Humidity_%,Age_at_Measurement,Remaining_Shelf_Life_Days,Harvest_Month,Harvest_Day_of_Week,Harvest_Quarter,Measurement_Month,Days_Since_Harvest,Harvest_Season,Temp_Humidity_Interaction,Weight_Damage_Ratio,Brix_Weight_Ratio,Temp_Squared,Humidity_Squared,Damage_Squared,Quality_Score,Storage_Stress_Score,Pretreatment_none,Pretreatment_pre-cooled,Pretreatment_washed,Pretreatment_waxed,Packaging_loose,Packaging_perforated_bag,Packaging_sealed_punnet,Produce_Type_Target_Enc,Produce_Type_Label,Is_Expired
17.2,204.6,1.37,15.238442690503462,78.2763582768963,28,0.0,10,6,4,11,28,3,1192.8097996238007,86.32911392405063,0.08365758754863813,232.21013563175836,6127.188265093032,1.8769000000000002,0.5853813664596274,0.6736413432111261,True,False,False,False,True,False,False,1.1520095717878343,6,1
17.5,51.3,0.01,4.257365597929455,69.74830192821852,75,0.0,8,1,3,11,75,2,296.9440211431942,50.792079207920786,0.33460803059273425,18.12516183443323,4864.825621869932,0.0001,0.6050355039070326,0.4276000997240954,False,False,True,False,False,False,True,1.1520095717878343,6,1
20.7,160.7,1.49,4.367903697915157,60.87696298664709,49,0.0,9,1,3,11,49,3,265.90471174721995,64.53815261044176,0.1280148423005566,19.078582714260904,3706.0046224775992,2.2201,0.5843938689641355,0.38529088684856333,True,False,False,False,False,True,False,0.7600357670307675,3,1
16.8,389.5,0.45,8.998730749470441,71.36927785255966,3,11.310030552533918,10,4,4,11,3,3,642.2329151793284,268.62068965517244,0.04302176696542894,80.97715510146485,5093.573821195863,0.2025,0.7661214185533961,0.5235286257578095,False,True,False,False,True,False,False,1.1520095717878343,6,0
11.9,187.6,1.67,16.112724560515943,45.34987620034774,1,33.82253839515072,11,5,4,11,1,3,730.7100640697004,70.2621722846442,0.0630965005302227,259.6198927630537,2056.611271386866,2.7889,0.4981629733520337,0.525203134152753,False,False,False,False,True,False,False,10.446048244642883,2,0
20.3,114.4,1.04,7.252207622736602,73.8435171761176,7,0.734909090308209,10,1,4,11,7,3,535.5285181543213,56.07843137254902,0.17590987868284227,52.594515403278876,5452.8650289395755,1.0816000000000001,0.5885637747946304,0.5035492177226721,True,False,False,False,False,True,False,0.7600357670307675,3,0
6.9,342.8,2.89,7.228184041600931,80.8212279471304,43,7.68522669266153,9,0,3,11,43,3,584.1907100700391,88.12339331619538,0.02006980802792321,52.246644539254376,6532.070886882011,8.3521,0.4438508916048888,0.5379927861299219,False,True,False,False,False,True,False,16.783241579967772,9,0
19.9,119.3,1.17,7.252207622736602,73.1151314024117,68,0.0,8,2,3,11,68,2,530.2461132939585,54.97695852534562,0.1654197838736492,52.594515403278876,5345.82243999193,1.3688999999999998,0.5771090763374073,0.4999072888541426,False,False,False,True,False,False,False,0.7600357670307675,3,1
8.2,342.7,2.71,13.482806921644851,71.43449178148033,38,0.0,9,5,3,11,38,3,963.1374602355253,92.37196765498652,0.023858015711376197,181.7860824863543,5102.886616078381,7.3441,0.4711907834101382,0.6069126138800829,False,False,True,False,True,False,False,0.4332280768364311,12,1
18.5,328.0,1.05,7.218255329623287,75.87047068238171,3,11.220657332821624,11,5,4,11,3,3,547.6524293641291,160.0,0.05623100303951368,52.103210003634985,5756.328321566142,1.1025,0.6981548787818074,0.5130550916569045,False,False,False,True,False,False,False,1.1520095717878343,6,0
4.9,191.6,0.92,2.019784516742656,72.87838578288374,60,0.0,9,4,3,11,60,3,147.19863520946666,99.79166666666667,0.02544132917964694,4.0795294940733635,5311.259114318831,0.8464,0.4905673011420557,0.4018041162396671,False,False,True,False,False,True,False,1.5981011013434956,13,1
9.2,374.0,1.415,6.986253328979053,75.9707754934804,64,0.0,9,0,3,11,64,3,530.7510831964478,154.8654244306418,0.02453333333333333,48.80773557667091,5771.558729080803,2.002225,0.6036046483670606,0.5092592749634293,True,False,False,False,False,False,True,0.4332280768364311,12,1
11.3,135.6,1.9,4.896522827601716,48.4482395243653,32,6.96548988491717,10,2,4,11,32,3,237.2279107881704,46.758620689655174,0.08272327964860908,23.975935801224704,2347.231913010272,3.61,0.44250671208174713,0.3329388080600052,True,False,False,False,False,False,False,10.446048244642883,2,0
6.8,110.2,1.31,7.212152570443616,77.57550390722764,39,0.0,9,2,3,11,39,3,559.4863699079706,47.705627705627705,0.06115107913669064,52.015144699356455,6017.958806460291,1.7161000000000002,0.42943923061510725,0.521467217222729,False,False,False,True,False,False,True,1.5981011013434956,13,1
7.1,377.1,1.41,7.037069102984048,52.08981237076227,2,5.275769814016914,11,5,4,11,2,3,366.55960921452737,156.47302904564316,0.018778101031473152,49.52034156017271,2713.3485528212177,1.9880999999999998,0.5848680024043278,0.39079571285504827,False,True,False,False,True,False,False,0.4332280768364311,12,0
5.0,332.1,2.62,6.15660981190234,73.71387377418024,78,0.0,8,0,3,11,78,2,453.82755855144865,91.74033149171271,0.015010507355148603,37.90384437601216,5433.735186795778,6.864400000000001,0.44001931476657985,0.4826073950375805,False,True,False,False,True,False,False,16.783241579967772,9,1
13.0,125.3,2.97,10.17697726047571,70.06567517796674,43,0.0,9,0,3,11,43,3,713.0567830260449,31.561712846347604,0.10292953285827396,103.57086616023967,4909.198838144344,8.820900000000002,0.3677155680224404,0.5388351084237288,False,False,False,True,False,False,True,10.446048244642883,2,1
7.7,276.65,4.52,8.27425189922411,65.80575765766197,51,0.0,9,6,3,11,51,3,544.4934152787911,50.117753623188406,0.027732757068251398,68.46324449181378,4330.397740898937,20.430399999999995,0.28168932077739933,0.48229160393227494,True,False,False,False,False,True,False,16.783241579967772,9,1
11.5,132.1,1.76,10.22448719413586,88.63886524417106,51,0.0,9,4,3,11,51,3,906.2869425917611,47.86231884057971,0.08640120210368145,104.54013838304817,7856.848431774316,3.0976,0.45360292526547785,0.6325810786396292,False,False,False,True,False,True,False,10.446048244642883,2,1
13.0,141.0,1.71,10.47056338204458,87.1707079698011,26,12.154144122345013,10,1,4,11,26,3,912.726422855501,52.02952029520295,0.09154929577464789,109.63269753741282,7598.732327956345,2.9240999999999997,0.47795255459827696,0.6297983272274548,True,False,False,False,False,True,False,10.446048244642883,2,0
11.6,149.2,0.48,11.59732353343427,79.73832920911788,8,25.623821579880133,10,6,4,11,8,3,924.7512018536321,100.8108108108108,0.07723035952063916,134.49791313914835,6358.201145061662,0.2304,0.5672814265678221,0.6135072547938349,False,True,False,False,False,False,True,6.19632760179953,7,0
20.5,182.8,0.27,7.273458732169352,84.4053558496201,58,0.0,9,5,3,11,58,3,613.9188725462807,143.93700787401576,0.11153427638737758,52.90320192857059,7124.2640961009965,0.0729,0.6932777800040073,0.5567520424307444,False,False,False,False,False,False,True,1.1520095717878343,6,1
6.2,140.3,1.08,6.830072397990057,83.27183249036024,76,0.0,8,1,3,11,76,2,568.7526446224612,67.45192307692308,0.043878273177636234,46.64988896178565,6934.198086302616,1.1664,0.4599317972350231,0.5428716423131219,False,False,True,False,False,False,True,1.5981011013434956,13,1
17.4,479.2,1.25,6.125940193410068,73.62728182902184,58,0.0,9,6,3,11,58,3,451.03632508793567,212.97777777777776,0.03623490212411495,37.527143253236986,5420.97662953021,1.5625,0.7620384692446404,0.48160634623955556,True,False,False,False,False,False,True,1.1520095717878343,6,1
7.4,229.2,1.7,4.61282512772638,59.851527753141355,75,0.0,8,1,3,11,75,2,276.0846311525032,84.88888888888889,0.03214596003475239,21.27815565898389,3582.2053743850497,2.8899999999999997,0.4757679823682629,0.3847003562172835,False,False,True,False,False,True,False,16.783241579967772,9,1
23.9,102.6,3.27,6.692861168835399,66.91063108609639,54,0.0,9,2,3,11,54,3,447.82356457840524,24.02810304449649,0.2306949806949807,44.79439062530474,4477.032552339689,10.6929,0.4390710078140653,0.45852409080242296,False,True,False,False,False,True,False,0.7600357670307675,3,1
6.2,177.2,1.44,2.489322528171636,65.62174960084877,54,0.0,9,1,3,11,54,3,163.3536996194309,72.62295081967213,0.03479236812570146,6.196726649262825,4306.214020676496,2.0736,0.45331172109797635,0.37421812252658765,False,False,False,True,False,True,False,1.5981011013434956,13,1
7.4,243.9,1.415,13.161480790882024,62.114171064627854,50,0.0,9,5,3,11,50,3,817.5144693086595,100.99378881987577,0.030216414863209473,173.2245766087565,3858.170247045852,2.002225,0.5074038869965939,0.5543591311240842,False,False,True,False,True,False,False,0.4332280768364311,12,1
6.1,159.3,0.87,15.431300951872569,40.64740954572418,36,0.0,9,6,3,11,36,3,627.2424096140877,85.18716577540107,0.038053649407361195,238.12504906726323,1652.2119027778292,0.7569,0.48715235423762776,0.4890688862728599,False,False,False,True,True,False,False,0.4332280768364311,12,1
9.3,126.7,5.0,7.648729035188001,62.2912819312396,40,0.0,9,1,3,11,40,3,476.4491367465541,21.116666666666667,0.07282693813625686,58.50305585372797,3880.203804637177,25.0,0.1691570827489481,0.45313275240092243,True,False,False,False,False,False,True,6.19632760179953,7,1
22.8,114.4,0.6,-0.0754277599728219,76.86454314769428,56,0.0,9,6,3,11,56,3,-5.7977203109648965,71.5,0.1975736568457539,0.005689346974517634,5908.157993303756,0.36,0.6487637747946304,0.38292557784468356,False,False,True,False,False,False,True,0.7600357670307675,3,1
17.4,204.8,1.85,3.6845427667297344,91.61301730608156,75,0.0,8,1,3,11,75,2,337.5520802534088,71.85964912280701,0.08454810495626822,13.575855399860405,8392.944939924399,3.4225000000000003,0.5491015828491284,0.5263133590833086,False,True,False,False,False,False,False,1.1520095717878343,6,1
19.4,236.7,3.77,12.3664685910379,85.32465260551147,53,0.0,9,4,3,11,53,3,1055.164636487278,49.62264150943396,0.08161548169962136,152.92954541312693,7280.296342251216,14.2129,0.43467609697455417,0.6556856385654418,False,False,True,False,False,False,False,1.1520095717878343,6,1
3.4,135.45,0.3,7.050432155173324,93.72005680472304,10,4.104222049533073,10,5,4,11,10,3,660.7669020806898,104.19230769230768,0.02491755221692928,49.70859357470196,8783.449047480513,0.09,0.4914165497896213,0.5991944569795944,False,False,True,False,False,True,False,1.5981011013434956,13,0
19.0,369.1,1.37,4.679866539909049,76.30740577286092,31,0.0,10,4,4,11,31,3,357.1084750236744,155.73839662447259,0.05133747635774115,21.90115083136029,5822.820175784048,1.8769000000000002,0.7022593468242836,0.4682215450574482,False,True,False,False,False,False,True,1.1520095717878343,6,1
6.3,385.1,0.1,5.392627422505346,75.60896607117161,13,41.93805925330125,10,2,4,11,13,3,407.7309838226763,350.09090909090907,0.016317016317016316,29.080430517956653,5716.715750351579,0.010000000000000002,0.6864766579843719,0.47793171711712873,False,False,False,True,False,False,False,16.783241579967772,9,0
23.8,171.5,1.8,7.392859619857667,80.88317206484577,36,0.0,9,6,3,11,36,3,597.957936684198,61.25000000000001,0.13797101449275362,54.65437335892205,6542.087523271446,3.24,0.5970855539971949,0.5413527695215675,False,True,False,False,False,True,False,0.7600357670307675,3,1
13.0,201.8,1.92,8.888814175468605,73.0325637845574,24,13.257833362518896,10,3,4,11,24,3,649.1728882389889,69.1095890410959,0.0641025641025641,79.01101744601162,5333.755372945445,3.6864,0.4976983370066119,0.5298090860247174,True,False,False,False,True,False,False,10.446048244642883,2,0
23.9,127.1,1.24,10.989174420493049,81.10370265433465,23,0.0,10,6,4,11,23,3,891.2627346162885,56.74107142857142,0.18657298985167836,120.76195444401873,6577.81058424273,1.5376,0.6161975155279503,0.6090694606927127,False,True,False,False,False,True,False,0.7600357670307675,3,1
7.0,175.8,1.42,19.76429887919663,54.725785494308674,72,0.0,8,4,3,11,72,2,1081.6167809083202,72.64462809917356,0.03959276018099547,390.62751018621316,2994.9115979690855,2.0164,0.4620702063714687,0.6397202832034841,False,True,False,False,True,False,False,16.783241579967772,9,1
12.8,194.5,0.58,6.972499057465326,73.69856945632316,24,11.31847575527292,10,3,4,11,24,3,513.8632060707561,123.10126582278481,0.06547314578005116,48.615743106354856,5431.479139908489,0.3364,0.5985104387898217,0.4976434763218358,False,False,False,True,False,False,False,6.19632760179953,7,0
7.2,172.8,0.68,15.853391647615556,68.00467324163749,24,22.126779200255964,10,3,4,11,24,3,1078.104718767801,102.85714285714286,0.04142692750287687,251.33002673268666,4624.635582701886,0.4624000000000001,0.5214669605289521,0.6336735319286582,True,False,False,False,True,False,False,16.783241579967772,9,0
17.1,308.3,0.58,3.523508409622466,71.78614158347007,33,0.0,9,1,3,11,33,3,252.9390735637058,195.126582278481,0.05528612997090204,12.41511151268024,5153.250123442011,0.3364,0.7099135644159488,0.42419616349945166,False,False,False,True,False,False,True,1.1520095717878343,6,1
10.5,131.0,3.49,7.677327607843583,83.72541591430479,56,0.0,9,1,3,11,56,3,642.7874470770786,29.175946547884184,0.07954545454545454,58.941359198157265,7009.945270023321,12.180100000000001,0.30454173512322175,0.5608331496948653,False,True,False,False,False,False,True,10.446048244642883,2,1
22.7,140.3,2.83,3.844667336242692,72.86552848288153,76,0.0,8,0,3,11,76,2,280.14371729619614,36.63185378590079,0.16065109695682941,14.781466926371479,5309.38524108962,8.0089,0.484931797235023,0.43554188006919703,True,False,False,False,False,False,False,0.7600357670307675,3,1
17.0,191.1,3.78,3.9529721966395384,72.18203040954978,39,0.0,9,4,3,11,39,3,285.33355930593996,39.979079497907954,0.08849557522123894,15.625989187405217,5210.245514045169,14.2884,0.38246676016830294,0.4341305055489635,False,False,True,False,False,False,True,1.1520095717878343,6,1
4.9,390.8,1.71,15.450719958555563,55.185354337369965,76,0.0,8,1,3,11,76,2,852.653455680363,144.20664206642067,0.012506380806533947,238.72474723770722,3045.423333341078,2.9240999999999997,0.5471028250851533,0.5621183057875565,False,False,False,True,True,False,False,16.783241579967772,9,1
8.8,263.6,3.6,17.103045190268816,79.06226685049928,42,0.0,9,6,3,11,42,3,1352.2055227891815,57.30434782608697,0.03325774754346183,292.5141547803773,6250.842039539558,12.96,0.3584452013624524,0.7121086585148111,False,False,True,False,False,True,False,0.4332280768364311,12,1
4.1,102.6,0.06,7.3493731421898065,66.91701714644849,4,8.362040038942832,10,4,4,11,4,3,491.79812857156327,96.79245283018867,0.03957528957528957,54.01328558314087,4477.887183778081,0.0036,0.4978710078140653,0.47071650095973483,True,False,False,False,False,True,False,1.5981011013434956,13,0
7.3,321.2,1.42,0.2618804488073429,78.62476458805303,5,49.76824270463502,10,1,4,11,5,3,20.590288637691007,132.72727272727272,0.02265673494723774,0.06858136946753535,6181.853606526757,2.0164,0.5524675215387698,0.39797459802363944,False,True,False,False,False,False,True,16.783241579967772,9,0
15.9,139.6,1.31,17.897200603606436,54.36989217474354,72,0.0,8,4,3,11,72,2,973.0688670478369,60.43290043290043,0.11308677098150784,320.3097894457306,2956.085175093239,1.7161000000000002,0.5381110398717692,0.6033568152619504,False,False,False,True,True,False,False,10.446048244642883,2,1
9.1,386.2,1.46,9.713448935920386,75.05243699718183,33,0.0,10,3,4,11,33,3,729.0180142885076,156.9918699186992,0.023502066115702477,94.35109023073288,5632.868299215947,2.1315999999999997,0.6063378481266279,0.5551830469157513,False,False,True,False,False,False,True,0.4332280768364311,12,1
14.0,200.4,2.22,1.6035061098500698,61.31409884458143,9,30.469251136154657,10,4,4,11,9,3,98.31753211723743,62.2360248447205,0.06951340615690169,2.5712318443265043,3759.418717123102,4.928400000000001,0.4828568222801041,0.33627201458887135,True,False,False,False,False,True,False,10.446048244642883,2,0
13.3,192.9,1.49,3.754540390330339,73.0325637845574,40,0.0,9,1,3,11,40,3,274.20371053849755,77.46987951807229,0.06859205776173286,14.096573542621895,5333.755372945445,2.2201,0.5297487076738129,0.4347076477096624,True,False,False,False,False,False,False,10.446048244642883,2,1
30.0,184.1,2.87,6.9236222482841985,89.89045173884479,1,5.3122461147084845,11,5,4,11,1,3,622.3675315673828,47.571059431524546,0.1620745542949757,47.93654503693594,8080.293313813584,8.2369,0.5810591865357644,0.5776975494046435,False,False,True,False,False,True,False,0.4332280768364311,12,0
20.1,424.3,2.55,7.218255329623287,72.30593165555442,30,0.0,10,5,4,11,30,3,521.9226765360828,119.52112676056339,0.04726075711262638,52.103210003634985,5228.147752577706,6.5024999999999995,0.6520390703265879,0.49523239652276807,False,False,True,False,False,False,False,1.1520095717878343,6,1
4.0,135.1,2.71,6.992101671191796,74.85281741365063,76,0.0,8,2,3,11,76,2,523.378509731401,36.41509433962264,0.029390154298310066,48.88948578028311,5602.944274761318,7.3441,0.3044061711079944,0.5037778125926377,False,False,True,False,False,False,False,1.5981011013434956,13,1
4.7,236.4,0.5,7.643519841948846,78.66598246096848,51,3.241719361053989,9,6,3,11,51,3,601.2849978268125,157.6,0.019797809604043808,58.42339557426571,6188.336796549401,0.25,0.5490957723903025,0.5349097658886384,False,False,False,True,False,True,False,16.783241579967772,9,0
9.4,135.7,0.79,5.041919977399026,66.84500926711512,14,19.32207092625453,10,1,4,11,14,3,337.0271876132907,75.81005586592178,0.0687637161667886,25.420957058495393,4468.255263920706,0.6241000000000001,0.5123668202764976,0.42761582793121355,False,True,False,False,False,False,True,6.19632760179953,7,0
7.5,380.2,1.7,2.4063663222334544,68.00274492007415,38,13.329152566721351,9,3,3,11,38,3,163.63951519509857,140.8148148148148,0.019674711437565582,5.790598876779361,4624.373316664671,2.8899999999999997,0.5675313564415949,0.3845865128727336,True,False,False,False,False,False,False,16.783241579967772,9,0
20.9,145.6,0.34,5.518545109857792,69.52720163662478,60,0.0,9,4,3,11,60,3,383.68899859389234,108.65671641791043,0.14256480218281037,30.454340129535346,4834.0317674198795,0.11560000000000002,0.6693175315568022,0.4498552507317283,True,False,False,False,False,True,False,0.7600357670307675,3,1
5.0,143.9,1.84,10.754819802218108,66.9186835566692,3,11.48895469813198,11,5,4,11,3,3,719.6983830536332,50.66901408450705,0.03450655624568668,115.66614897818275,4478.110208957628,3.3856,0.3892956922460429,0.5338034472466723,False,False,True,False,True,False,False,1.5981011013434956,13,0
5.3,202.9,1.34,-1.0,73.1309487743959,20,31.833760474343116,10,2,4,11,20,3,-73.1309487743959,86.70940170940172,0.02599313388916135,1.0,5348.135668643317,1.7956000000000003,0.4677595271488679,0.3471318831335559,True,False,False,False,False,True,False,16.783241579967772,9,0
13.5,216.9,0.55,7.2528783663711796,60.92841969177142,62,0.0,9,1,3,11,62,3,441.90641707963266,139.93548387096774,0.061955025240936205,52.60424459737507,3712.272326136639,0.30250000000000005,0.6213746744139451,0.4389861543918756,False,False,True,False,True,False,False,10.446048244642883,2,1
15.9,198.8,3.01,7.2528783663711796,37.034669036779725,28,8.94294571861899,10,0,4,11,28,3,268.6079498625762,49.57605985037407,0.07957957957957958,52.60424459737507,1371.566710663811,9.060099999999998,0.4376950911640954,0.3195174011169172,False,False,False,True,True,False,False,10.446048244642883,2,0
12.5,247.7,0.58,6.051498464941216,75.48521627944827,15,27.149464956178168,10,0,4,11,15,3,456.7986704408369,156.77215189873417,0.05026135906714918,36.62063367118589,5698.0178767550815,0.3364,0.6274879983971149,0.4895171447221316,False,False,False,True,False,True,False,10.446048244642883,2,0
21.3,475.3,0.82,5.745273502512503,67.75998203395702,67,0.0,8,2,3,11,67,2,389.2996293104165,261.1538461538462,0.0447197144656729,33.00816761867228,4591.415165242178,0.6723999999999999,0.833094249649369,0.4452188111609793,False,False,False,False,False,False,False,1.1520095717878343,6,1
6.0,210.6,0.12,10.17344076951974,67.36740843457483,61,0.0,9,3,3,11,61,3,685.3583395051916,188.03571428571425,0.02835538752362949,103.49889709092639,4538.367719190824,0.0144,0.5769878581446604,0.5252782687772892,False,True,False,False,False,True,False,16.783241579967772,9,1
21.0,120.3,0.18,8.393208943735903,95.0,46,0.0,9,4,3,11,46,3,797.3548496549108,101.94915254237289,0.1731244847485573,70.44595637320836,9025.0,0.0324,0.6679101582849128,0.6304662404133115,False,True,False,False,False,False,False,0.7600357670307675,3,1
21.0,127.1,4.22,9.115540652384256,66.35765013498339,19,0.0,10,1,4,11,19,3,604.8858574021327,24.34865900383142,0.1639344262295082,83.09308138527,4403.337731436861,17.8084,0.3487975155279503,0.5006341407344694,True,False,False,False,True,False,False,0.7600357670307675,3,1
22.7,198.9,1.37,6.268181757436948,79.8804407937875,15,0.0,10,0,4,11,15,3,500.70512175964103,83.92405063291139,0.11355677838919459,39.290102544265345,6380.88482140979,1.8769000000000002,0.6369551993588459,0.5155068617450693,False,False,False,True,False,False,False,1.1520095717878343,6,1
10.4,234.0,5.0,7.192984465912421,77.89774856896413,11,19.053830364400227,10,2,4,11,11,3,560.3172953861105,39.0,0.04425531914893617,51.73902552685739,6068.059232113554,25.0,0.2446531757162893,0.5227233924005606,False,True,False,False,False,False,False,6.19632760179953,7,0
8.0,208.1,0.57,18.505262165811494,72.61911648806,29,0.0,10,6,4,11,29,3,1343.8357888611545,132.54777070063696,0.03825920612147298,342.4447278254143,5273.536079506428,0.32489999999999997,0.5594851532758967,0.7058659764656452,True,False,False,False,True,False,False,0.4332280768364311,12,1
10.8,223.2,3.47,-0.6334059270236558,60.214137542201584,71,0.0,8,6,3,11,71,2,-38.13999160984811,49.93288590604026,0.048171275646743984,0.40120306838869685,3625.7423599511703,12.0409,0.3645614906832298,0.2893381979338566,False,False,False,True,False,False,False,10.446048244642883,2,1
